veh_value,exposure,clm,numclaims,veh_body,veh_age,gender,area,agecat,claimsize
21.98,.24366871,0,0,SEDAN,1,F,D,3,0
16.5,.55852163,0,0,SEDAN,1,F,D,6,0
17.4,.062970601,0,0,HBACK,2,M,C,6,0
3.8999999,.55852163,0,0,SEDAN,4,M,C,6,0
14.8,.40246409,0,0,SEDAN,3,M,B,3,0
13.990001,.43531829,0,0,HBACK,1,M,A,3,0
22.299999,.55852163,0,0,UTE,2,M,C,1,0
14.400001,.8733744,0,0,STNWG,4,F,D,3,0
55.529999,.55852163,0,0,STNWG,1,F,C,3,0
16.299999,.36413419,0,0,HBACK,2,F,B,4,0
14.400001,.53114313,0,0,PANVN,3,F,D,5,0
15,.55852163,0,0,HBACK,1,F,D,4,0
6.6000004,.55852163,0,0,TRUCK,4,M,C,5,0
27.5,.43531829,0,0,STNWG,3,F,C,2,0
17.700001,.68446273,0,0,HBACK,2,F,C,6,0
33.900002,.55852163,0,0,UTE,1,M,D,4,0
28.299999,.3148528,0,0,SEDAN,2,F,B,2,0
40,.55852163,0,0,STNWG,3,F,E,3,0
28.099998,.43531829,0,0,STNWG,3,F,B,5,0
18.700001,.062970601,0,0,HBACK,2,M,F,2,0
49.200001,.3367556,0,0,STNWG,1,F,C,4,0
14.8,.55852163,0,0,HBACK,2,F,B,2,0
13.990001,.44353181,0,0,HBACK,1,F,E,2,0
10.2,.56399733,0,0,SEDAN,3,M,C,3,0
41.799999,.062970601,0,0,STNWG,2,F,B,2,0
13.9,.43531829,0,0,SEDAN,3,F,A,3,0
12,.67898703,0,0,SEDAN,3,F,C,4,0
31.800001,.3148528,0,0,STNWG,2,F,B,2,0
25.299999,.43531829,1,1,STNWG,2,F,D,3,4254
15.59,.079397701,1,1,HBACK,1,F,D,2,10942
19.700001,.035592102,0,0,CONVT,3,F,A,2,0
13.990001,.43531829,0,0,HBACK,1,M,A,4,0
15.1,.55852163,0,0,HBACK,2,F,C,3,0
27.6,.060232699,0,0,SEDAN,1,F,E,3,0
10.299999,.8733744,0,0,SEDAN,3,M,A,3,0
16.799999,.63518143,1,1,UTE,3,M,E,2,4089
13.3,.55852163,0,0,SEDAN,3,F,D,6,0
25.5,.8733744,0,0,SEDAN,1,M,E,3,0
16.699999,.38329911,0,0,STNWG,2,F,D,3,0
9.3999996,.96372348,0,0,PANVN,4,M,B,4,0
19.5,.55852163,0,0,STNWG,4,F,C,4,0
18.5,.93634498,0,0,HBACK,2,M,A,3,0
15.700001,.77207392,1,1,SEDAN,2,F,C,5,81553
43.699997,.2409309,0,0,STNWG,1,M,E,3,0
19,.8733744,0,0,HBACK,1,M,C,5,0
15,.3367556,0,0,STNWG,4,M,D,5,0
6.3000002,.56399733,0,0,HBACK,4,F,A,3,0
14,.068446301,0,0,STNWG,4,M,B,2,0
87.700005,.55852163,0,0,SEDAN,1,F,A,6,0
22,.56399733,0,0,STNWG,3,M,C,3,0
18.9,.43531829,0,0,STNWG,3,M,F,3,0
13.400001,.48186171,0,0,UTE,4,M,C,2,0
14,.56399733,1,1,HDTOP,3,F,A,3,24184
14.9,.3422313,0,0,UTE,3,M,D,3,0
14,.36139631,0,0,SEDAN,3,F,B,4,0
13.9,.56399733,0,0,SEDAN,3,F,C,4,0
38.84,.61875433,0,0,UTE,1,M,B,4,0
30.799999,.56399733,0,0,STNWG,1,F,D,3,0
18,.68446273,0,0,SEDAN,2,F,E,4,0
65.800003,.56399733,0,0,STNWG,1,F,A,3,0
48.400002,.25462011,0,0,HDTOP,1,M,E,3,0
12.7,.3422313,0,0,HDTOP,4,M,D,3,0
14.700001,.1040383,0,0,HBACK,1,F,A,1,0
11.2,.43805611,0,0,SEDAN,3,M,C,2,0
7.7999997,.3422313,0,0,HBACK,3,F,C,3,0
17.700001,.53935659,0,0,HBACK,2,M,C,3,0
19.799999,.082135499,0,0,SEDAN,1,F,D,2,0
36.400002,.96372348,0,0,STNWG,2,M,F,4,0
14.6,.68172479,1,1,HBACK,1,F,A,4,2000
12.7,.56399733,0,0,STNWG,4,M,D,3,0
16.200001,.68446273,0,0,SEDAN,2,F,A,4,0
25.799999,.20533881,0,0,STNWG,2,M,D,6,0
20.9,.74469543,0,0,UTE,3,F,B,1,0
65.400002,.52292949,0,0,STNWG,1,F,C,3,0
8.8999996,.68172479,0,0,SEDAN,3,M,C,4,0
12.3,.77207392,1,1,HBACK,2,F,C,4,5023
7.9000001,.62696779,0,0,MIBUS,4,M,C,6,0
11.3,.25462011,0,0,SEDAN,3,F,A,6,0
24.1,.1806982,0,0,STNWG,3,M,C,5,0
43.099998,.96372348,0,0,STNWG,2,M,A,5,0
8.1000004,.43531829,0,0,HBACK,3,F,D,1,0
51.989998,.079397701,0,0,STNWG,1,M,A,1,0
40.700001,.55852163,0,0,STNWG,2,M,D,3,0
26.099998,.25462011,0,0,SEDAN,1,F,A,1,0
14.400001,.62696779,0,0,STNWG,4,M,E,5,0
17.1,.63518143,0,0,SEDAN,2,F,B,4,0
31.800001,.035592102,0,0,SEDAN,4,F,C,5,0
40,.64613283,0,0,STNWG,3,M,A,6,0
11.3,.071184099,0,0,SEDAN,4,F,D,3,0
16.200001,.34770709,0,0,SEDAN,2,F,B,3,0
15.4,.32854211,0,0,MIBUS,4,M,C,3,0
26.199999,.55578369,1,1,HDTOP,2,M,C,4,8321
13.8,.68446273,0,0,HBACK,2,F,E,2,0
13.6,.041067801,0,0,SEDAN,2,F,B,6,0
17.200001,.068446301,0,0,SEDAN,1,F,E,1,0
19.6,.079397701,0,0,HBACK,1,F,D,6,0
35.599998,.62696779,0,0,STNWG,2,F,D,6,0
4.5999999,.93634498,0,0,SEDAN,4,M,D,4,0
27.9,.99931562,1,1,TRUCK,3,M,E,3,3537
36.5,.035592102,0,0,UTE,2,M,B,4,0
13.3,.079397701,0,0,HDTOP,3,F,C,2,0
17.299999,.079397701,0,0,BUS,3,M,A,1,0
30.4,.58863789,1,1,STNWG,3,F,D,3,7826
22.34,.55578369,0,0,SEDAN,1,M,E,4,0
8.6999998,.60506499,0,0,SEDAN,3,F,B,5,0
50.900002,.99931562,0,0,SEDAN,2,M,C,2,0
4.0999999,.079397701,1,1,HBACK,4,M,A,3,8198
22,.035592102,0,0,HBACK,2,F,B,1,0
12.799999,.55578369,0,0,SEDAN,3,F,E,3,0
18.5,.9336071,0,0,HBACK,2,F,C,4,0
17.700001,.55030799,0,0,HBACK,1,M,D,3,0
14.5,.3422313,0,0,HBACK,3,F,C,5,0
10.599999,.9500342,0,0,HBACK,3,F,C,2,0
26.700001,.0027379,0,0,HBACK,1,M,A,4,0
12.6,.55578369,0,0,HBACK,3,F,B,5,0
3.7,.079397701,0,0,SEDAN,4,F,A,4,0
60.799999,.68172479,0,0,STNWG,2,M,C,6,0
19.199999,.68446273,0,0,SEDAN,2,F,F,4,0
6.3999996,.68446273,0,0,UTE,4,M,D,4,0
23,.93634498,0,0,STNWG,3,F,D,5,0
14.6,.079397701,0,0,HBACK,1,F,B,2,0
12.7,.62696779,0,0,HDTOP,4,F,B,2,0
18,.55578369,0,0,UTE,3,M,A,4,0
32.5,.52292949,0,0,SEDAN,1,M,A,2,0
15.5,.68446273,0,0,HDTOP,4,M,A,1,0
14.5,.55578369,0,0,HBACK,2,F,A,1,0
20.5,.8514716,0,0,STNWG,3,M,E,1,0
21.400002,.62696779,0,0,UTE,3,M,C,5,0
8.1999998,.33949351,1,1,HBACK,4,F,D,6,17163
40.400002,.93634498,0,0,SEDAN,1,F,A,4,0
24.9,.93634498,0,0,STNWG,3,M,E,1,0
4.1999998,.93634498,0,0,HBACK,4,F,C,1,0
15.1,.062970601,0,0,HBACK,2,F,D,2,0
12,.31759071,0,0,STNWG,4,F,B,2,0
17.299999,.68446273,0,0,STNWG,4,M,B,3,0
5.4000001,.55578369,0,0,HBACK,4,M,C,4,0
10.1,.55578369,0,0,HBACK,2,F,E,4,0
9.8000002,.62696779,0,0,SEDAN,3,F,C,3,0
8.6000004,.062970601,0,0,HBACK,4,M,E,2,0
18.5,.3148528,0,0,SEDAN,2,F,B,3,0
22.200001,.3148528,0,0,SEDAN,2,F,E,4,0
8.8000002,.062970601,0,0,HBACK,3,F,E,2,0
28.800001,.1177276,0,0,STNWG,3,M,D,2,0
43.990002,.99931562,0,0,STNWG,1,F,D,5,0
31,.93634498,0,0,STNWG,1,M,C,3,0
23,.0027379,0,0,STNWG,3,M,A,2,0
14.5,.079397701,0,0,SEDAN,2,F,C,3,0
12.7,.076659799,0,0,SEDAN,3,F,A,2,0
35.099998,.93634498,0,0,STNWG,1,F,A,5,0
14.299999,.78850102,0,0,HBACK,1,M,B,2,0
16.4,.076659799,0,0,SEDAN,2,F,A,4,0
10.900001,.079397701,0,0,SEDAN,3,F,B,2,0
20.5,.56125939,0,0,SEDAN,1,F,A,4,0
14.5,.53388089,0,0,UTE,3,M,A,5,0
8.3000002,.56125939,0,0,HBACK,3,F,C,4,0
12.200001,.079397701,1,1,STNWG,4,M,C,2,26682
14.2,.9281314,0,0,HBACK,1,F,B,2,0
21.199999,.56125939,1,1,STNWG,2,F,C,2,5678
14.700001,.93634498,0,0,HBACK,1,F,B,5,0
13.8,.93634498,0,0,HBACK,1,M,C,1,0
8.8000002,.93634498,0,0,STNWG,4,M,A,4,0
13.6,.96372348,0,0,HBACK,2,F,C,4,0
11,.8733744,1,1,SEDAN,3,F,E,4,21653
14.5,.062970601,0,0,HBACK,1,F,F,2,0
14.299999,.93634498,0,0,HBACK,1,F,C,5,0
20.699999,.8733744,0,0,UTE,3,F,D,2,0
12.5,.079397701,0,0,STNWG,4,M,D,5,0
29.200001,.065708399,0,0,SEDAN,1,M,C,2,0
10.900001,.0027379,0,0,STNWG,4,F,A,2,0
10.5,.3148528,0,0,SEDAN,4,M,A,1,0
5.2999997,.62696779,0,0,HBACK,4,F,A,4,0
14.099999,.8733744,0,0,SEDAN,3,F,D,6,0
17.1,.054756999,0,0,SEDAN,2,F,A,3,0
26.700001,.041067801,0,0,STNWG,3,F,B,3,0
14.099999,.62696779,1,1,HDTOP,3,F,A,3,26657
14.400001,.68446273,0,0,HBACK,2,F,A,5,0
21.5,.079397701,0,0,SEDAN,1,F,E,6,0
13.780001,.8733744,0,0,HBACK,1,F,A,1,0
43.489998,.079397701,0,0,UTE,1,F,D,4,0
11.7,.071184099,0,0,HBACK,2,F,E,1,0
35.799999,.3148528,0,0,STNWG,3,M,C,2,0
18.799999,.29568791,0,0,SEDAN,2,M,C,2,0
44.699997,.93634498,0,0,STNWG,1,F,C,1,0
4.5,.062970601,0,0,SEDAN,4,F,B,1,0
11.5,.61327863,1,1,HBACK,3,M,A,5,74242
21.800001,.93634498,0,0,SEDAN,2,F,C,4,0
20.699999,.68446273,0,0,SEDAN,2,M,A,4,0
17.5,.1368925,0,0,HBACK,2,M,A,1,0
33.299999,.93634498,0,0,UTE,2,M,D,2,0
11.900001,.079397701,0,0,HBACK,2,F,B,1,0
4.0999999,.93634498,0,0,SEDAN,4,F,A,5,0
17.799999,.93634498,0,0,HBACK,2,F,E,3,0
18.099998,.34496921,0,0,HBACK,2,F,B,3,0
7,.62696779,1,1,SEDAN,4,F,A,3,13843
20.1,.37234771,0,0,SEDAN,3,F,A,4,0
18.9,.079397701,0,0,SEDAN,1,M,C,1,0
8.8000002,.23819301,0,0,SEDAN,3,F,E,1,0
13.400001,.34496921,0,0,HBACK,2,F,C,4,0
31.400002,.24366871,0,0,STNWG,2,M,B,2,0
15.4,.8459959,0,0,HBACK,2,F,D,2,0
44.299999,.65708423,0,0,STNWG,2,M,B,6,0
14.700001,.61875433,1,1,HBACK,1,F,D,2,139433
54.799999,.37234771,0,0,STNWG,2,M,C,1,0
17.1,.24366871,0,0,SEDAN,1,M,C,3,0
27.5,.3422313,0,0,SEDAN,1,F,B,2,0
21.800001,.038329899,0,0,STNWG,3,M,F,2,0
22,.9336071,0,0,COUPE,2,F,B,4,0
7.0999999,.62696779,0,0,SEDAN,4,F,C,2,0
14.28,.8733744,1,1,HBACK,1,F,A,4,2000
18.200001,.8952772,0,0,STNWG,4,F,B,3,0
21.900002,.36687201,1,1,TRUCK,4,M,C,2,214562
42.399998,.62696779,0,0,STNWG,1,F,A,4,0
25.200001,.076659799,0,0,HDTOP,1,F,E,2,0
19.299999,.3422313,0,0,HBACK,2,M,C,5,0
14.299999,.33949351,0,0,SEDAN,2,F,A,6,0
12.6,.8733744,0,0,HDTOP,4,F,F,1,0
5,.3312799,0,0,SEDAN,4,F,C,3,0
11.900001,.079397701,0,0,STNWG,4,M,C,3,0
17.49,.74469543,0,0,HBACK,1,F,C,2,0
16.799999,.24366871,0,0,HBACK,1,F,D,4,0
4.5999999,.24366871,0,0,SEDAN,4,M,C,2,0
18.9,.079397701,0,0,STNWG,2,F,C,1,0
15.49,.74743319,0,0,HBACK,1,F,A,3,0
7.5,.25462011,0,0,HBACK,3,F,B,5,0
12.5,.24366871,0,0,STNWG,4,M,A,2,0
4.5,.3367556,0,0,SEDAN,4,M,C,5,0
0,.99931562,0,0,STNWG,4,M,B,5,0
17.5,.2245038,0,0,HBACK,2,F,C,6,0
38.599998,.3422313,0,0,TRUCK,2,F,B,4,0
11.3,.038329899,0,0,STNWG,4,M,C,3,0
11.900001,.8733744,0,0,STNWG,4,F,C,4,0
43.400002,.25462011,0,0,TRUCK,1,M,C,4,0
15.900001,.25462011,0,0,SEDAN,1,M,A,6,0
11.4,.8733744,0,0,SEDAN,4,F,C,5,0
11.7,.41615331,0,0,HBACK,3,F,A,2,0
20.5,.3422313,0,0,UTE,3,M,D,3,0
18.5,.24366871,0,0,STNWG,3,M,A,3,0
13,.071184099,0,0,SEDAN,3,F,C,3,0
9.1999998,.057494901,0,0,HBACK,3,M,C,2,0
7.3000002,.77207392,0,0,HBACK,3,F,D,1,0
5.5,.42984259,0,0,SEDAN,4,F,B,3,0
9.1999998,.079397701,0,0,MIBUS,4,F,E,2,0
13.7,.079397701,0,0,STNWG,4,F,C,1,0
24.200001,.25462011,0,0,STNWG,3,M,A,1,0
16.5,.24366871,0,0,SEDAN,1,F,F,1,0
9.3999996,.25462011,0,0,SEDAN,3,F,C,4,0
16.49,.079397701,0,0,HBACK,1,M,A,2,0
4.1999998,.62423003,0,0,COUPE,4,F,B,4,0
12.3,.24366871,0,0,HDTOP,4,M,F,4,0
13.8,.3422313,0,0,SEDAN,3,F,C,4,0
28.199999,.18343601,0,0,STNWG,1,F,C,4,0
9.5999994,.56673509,0,0,UTE,4,F,A,4,0
7.5,.62696779,0,0,MIBUS,4,M,B,3,0
16.5,.24366871,0,0,TRUCK,4,M,E,6,0
21.099998,.9336071,0,0,HBACK,2,F,C,2,0
29.6,.77207392,0,0,SEDAN,1,F,C,5,0
18.4,.62696779,0,0,SEDAN,2,F,B,5,0
23.4,.77207392,0,0,STNWG,2,M,B,3,0
13.6,.37234771,0,0,HBACK,2,F,B,2,0
8.3999996,.93634498,0,0,SEDAN,3,F,A,2,0
19.9,.065708399,1,1,STNWG,3,F,F,3,22088
10.299999,.77207392,0,0,SEDAN,3,M,F,3,0
61,.052019201,0,0,SEDAN,1,M,A,1,0
25.699999,.046543501,0,0,STNWG,3,M,E,2,0
19.9,.079397701,0,0,SEDAN,1,F,A,4,0
12.6,.77207392,0,0,HBACK,2,F,C,3,0
8.1000004,.77207392,0,0,HBACK,3,F,E,4,0
15.59,.74469543,0,0,HBACK,1,F,C,4,0
19.9,.3422313,0,0,STNWG,3,M,A,3,0
16.4,.25462011,0,0,SEDAN,2,M,A,3,0
13.49,.74469543,0,0,HBACK,1,F,A,1,0
8.1000004,.42710471,0,0,STNWG,4,M,D,4,0
31.400002,.8733744,0,0,TRUCK,3,M,E,2,0
17.4,.31759071,0,0,SEDAN,2,F,C,2,0
29.5,.29021221,0,0,STNWG,2,F,F,4,0
62.800003,.56125939,0,0,SEDAN,1,M,B,1,0
22.299999,.37234771,0,0,STNWG,4,M,C,4,0
15.299999,.78850102,0,0,SEDAN,3,F,B,2,0
12.1,.038329899,0,0,HBACK,3,M,A,6,0
36.799999,.24366871,0,0,STNWG,2,F,D,3,0
16.1,.079397701,0,0,SEDAN,1,F,B,4,0
39.599998,.9609856,0,0,STNWG,2,M,F,2,0
24.5,.37234771,0,0,SEDAN,2,M,A,2,0
12.799999,.74469543,0,0,UTE,4,M,C,2,0
29,.25462011,0,0,STNWG,2,F,A,6,0
13.6,.8733744,0,0,STNWG,4,F,C,4,0
13,.79397672,1,1,HBACK,2,F,B,2,3761
19.299999,.032854199,0,0,SEDAN,2,M,E,2,0
11.1,.24366871,0,0,HBACK,2,F,A,3,0
4.3000002,.56125939,0,0,HBACK,4,F,C,4,0
21.300001,.31759071,0,0,HBACK,4,M,A,2,0
19.400002,.56125939,0,0,HBACK,1,M,A,5,0
10.1,.24366871,0,0,HDTOP,4,M,C,4,0
18.799999,.62696779,0,0,HDTOP,3,F,B,5,0
12.7,.37234771,0,0,SEDAN,3,M,D,1,0
13.8,.62696779,0,0,SEDAN,3,M,B,4,0
32,.62423003,0,0,SEDAN,1,F,C,4,0
13.7,.054756999,0,0,SEDAN,2,F,A,5,0
14,.24366871,0,0,HBACK,1,M,A,3,0
11.599999,.62149209,0,0,SEDAN,3,F,C,5,0
18.799999,.24366871,0,0,HBACK,1,M,B,4,0
16.6,.54757023,0,0,HBACK,2,M,C,5,0
29.1,.83230662,0,0,STNWG,2,M,D,2,0
8.6999998,.43805611,0,0,HBACK,3,F,D,2,0
10.2,.30663931,0,0,PANVN,4,M,B,4,0
15.8,.43805611,0,0,SEDAN,3,F,F,2,0
15.599999,.3422313,0,0,SEDAN,2,F,D,1,0
14.6,.99931562,0,0,SEDAN,2,F,A,6,0
6.7000003,.076659799,0,0,STNWG,4,F,C,3,0
22.700001,.8733744,0,0,PANVN,2,M,A,3,0
14,.38056129,0,0,HBACK,1,F,A,4,0
12.200001,.076659799,0,0,HBACK,3,M,B,2,0
27,.62696779,1,1,STNWG,2,M,C,3,3537
7.5,.22176591,0,0,SEDAN,4,F,D,1,0
19.9,.23819301,0,0,HBACK,1,M,C,4,0
17.4,.8733744,0,0,HBACK,2,F,E,4,0
3.7,.038329899,0,0,SEDAN,4,F,A,4,0
14.6,.068446301,0,0,HBACK,1,F,C,1,0
43.299999,.2245038,0,0,STNWG,2,M,C,2,0
29.6,.24366871,0,0,TRUCK,3,M,B,2,0
15.5,.3422313,0,0,SEDAN,3,F,B,4,0
11,.42710471,0,0,HBACK,3,F,C,1,0
4.5,.073922001,0,0,SEDAN,4,F,B,4,0
15.1,.8733744,0,0,HBACK,2,M,B,5,0
12.799999,.8733744,0,0,SEDAN,4,F,A,4,0
40.200001,.55578369,0,0,HBACK,1,F,C,4,0
96.599998,.076659799,0,0,COUPE,1,F,A,4,0
11.799999,.25462011,0,0,STNWG,4,M,C,3,0
25.699999,.076659799,0,0,SEDAN,1,F,E,3,0
3.7,.8733744,0,0,HBACK,4,M,A,2,0
19.299999,.25462011,0,0,SEDAN,2,F,C,2,0
13.9,.43805611,0,0,HBACK,1,M,C,4,0
12.9,.084873401,0,0,SEDAN,3,M,A,5,0
14.099999,.8733744,0,0,HBACK,1,F,B,3,0
18.5,.8459959,0,0,TRUCK,3,M,D,4,0
8.3000002,.99931562,0,0,SEDAN,4,M,C,4,0
12,.8733744,0,0,HBACK,2,F,D,1,0
20.200001,.23819301,0,0,SEDAN,2,F,C,1,0
29.700001,.24366871,1,1,STNWG,2,F,C,4,19978
44.799999,.2245038,0,0,STNWG,1,M,F,5,0
16.900002,.8733744,0,0,STNWG,3,F,C,4,0
16.699999,.32854211,0,0,SEDAN,2,F,A,3,0
14.5,.8733744,0,0,PANVN,3,M,B,4,0
35.5,.24366871,0,0,HDTOP,2,M,B,4,0
14.099999,.8733744,0,0,HBACK,1,M,A,1,0
10.4,.8733744,0,0,HBACK,2,F,A,1,0
15.8,.076659799,0,0,HBACK,1,F,B,2,0
15.4,.24366871,0,0,SEDAN,1,M,A,2,0
7.5999999,.62423003,0,0,SEDAN,4,F,C,2,0
29.6,.24366871,0,0,SEDAN,1,F,F,2,0
27.4,.25462011,0,0,STNWG,1,F,D,2,0
25.699999,.076659799,0,0,SEDAN,1,F,B,1,0
21.98,.21629021,0,0,SEDAN,1,F,A,4,0
24.300001,.56125939,0,0,STNWG,3,M,D,3,0
17.9,.076659799,0,0,HBACK,1,F,A,4,0
17.700001,.74469543,0,0,STNWG,4,F,F,2,0
14.400001,.3422313,0,0,HBACK,2,F,C,3,0
25.200001,.24366871,1,1,STNWG,3,F,F,3,28858
54.299999,.56125939,0,0,STNWG,1,M,B,4,0
13.200001,.25462011,0,0,HBACK,2,F,A,4,0
28.5,.56125939,0,0,SEDAN,1,F,B,2,0
58.130001,.0082136001,0,0,STNWG,1,F,B,4,0
13.7,.8733744,0,0,HBACK,1,M,A,2,0
17,.56125939,0,0,HBACK,2,F,D,3,0
23.5,.43805611,0,0,SEDAN,2,M,B,2,0
11.900001,.8733744,0,0,STNWG,4,M,A,2,0
14.8,.8733744,0,0,STNWG,4,F,E,2,0
10.4,.8733744,0,0,HBACK,2,F,A,1,0
23.699999,.56399733,0,0,STNWG,4,F,E,3,0
46,.25462011,0,0,TRUCK,1,M,B,2,0
13,.25188231,0,0,HBACK,2,M,B,2,0
17.299999,.1752225,0,0,HBACK,2,F,B,3,0
9.5999994,.8733744,0,0,HBACK,3,F,C,1,0
15.1,.74469543,0,0,SEDAN,3,M,C,2,0
13.6,.62423003,0,0,HBACK,2,F,D,3,0
17.5,.24914441,0,0,HBACK,2,F,B,6,0
29.700001,.24366871,0,0,STNWG,1,M,A,1,0
17.6,.25462011,0,0,SEDAN,1,F,B,4,0
12.6,.55030799,0,0,HBACK,2,F,A,1,0
16.299999,.24366871,0,0,SEDAN,1,F,A,6,0
19.5,.44079399,0,0,SEDAN,2,F,A,4,0
18.799999,.55304593,0,0,HBACK,1,M,C,2,0
14.6,.62423003,0,0,HBACK,1,F,C,4,0
17.6,.25462011,1,2,HBACK,1,F,E,5,11851
18.6,.62423003,0,0,STNWG,4,F,E,3,0
36.199997,.54483229,0,0,SEDAN,1,M,A,4,0
29.200001,.24366871,0,0,MCARA,3,M,C,5,0
31.400002,.23819301,0,0,STNWG,3,M,B,5,0
20.200001,.25462011,0,0,SEDAN,1,M,C,1,0
13.6,.9609856,0,0,MIBUS,4,F,C,4,0
47,.2245038,0,0,STNWG,2,F,A,3,0
15.4,.33949351,0,0,SEDAN,2,F,B,2,0
16.4,.56125939,0,0,SEDAN,2,F,C,3,0
7,.065708399,0,0,STNWG,4,F,A,2,0
30,.87063652,0,0,STNWG,3,M,F,2,0
15.59,.071184099,0,0,HBACK,1,F,B,1,0
11.900001,.27378511,0,0,HBACK,2,F,C,2,0
15,.87063652,0,0,HBACK,1,M,A,5,0
38,.41067761,0,0,STNWG,2,M,D,2,0
19.9,.9609856,0,0,STNWG,3,F,C,3,0
23.5,.065708399,0,0,STNWG,2,M,D,4,0
3.8999999,.24366871,0,0,HBACK,4,M,B,4,0
23,.065708399,1,1,STNWG,3,M,A,3,7560
33.399998,.55304593,0,0,STNWG,3,M,F,2,0
3.7,.2080767,0,0,HBACK,4,M,A,3,0
48.400002,.1013005,0,0,STNWG,1,F,F,1,0
45.919998,.24366871,0,0,UTE,1,F,B,2,0
8,.25735801,0,0,SEDAN,3,F,A,5,0
14.400001,.53388089,0,0,SEDAN,3,M,E,2,0
12.9,.33949351,0,0,UTE,3,F,A,3,0
8.5,.24366871,0,0,HBACK,3,F,A,4,0
15.299999,.25462011,0,0,COUPE,4,F,C,1,0
21.300001,.56125939,1,1,SEDAN,2,F,E,3,20928
12.1,.43805611,0,0,TRUCK,3,M,D,1,0
13.990001,.74469543,0,0,HBACK,1,F,B,6,0
12.200001,.55030799,0,0,SEDAN,3,M,D,3,0
9.1999998,.62423003,0,0,HBACK,3,F,C,1,0
24.200001,.9609856,0,0,HDTOP,2,F,A,2,0
16.6,.56125939,0,0,HBACK,2,M,C,4,0
26.099998,.9609856,1,1,STNWG,3,M,D,3,4356
42.700001,.9281314,0,0,STNWG,2,M,C,4,0
26.800001,.62696779,0,0,STNWG,3,F,A,5,0
14.9,.25462011,0,0,HBACK,1,F,A,3,0
46.900002,.1013005,0,0,STNWG,1,M,A,3,0
15,.0301164,0,0,STNWG,4,F,D,2,0
17.6,.55030799,0,0,HBACK,2,F,B,2,0
18.099998,.43805611,1,1,HBACK,2,F,C,4,13599
22.5,.35318279,1,1,SEDAN,2,M,C,6,5259
36.700001,.9609856,0,0,STNWG,2,F,B,5,0
7.3000002,.55852163,0,0,SEDAN,4,F,D,4,0
19.799999,.25462011,0,0,SEDAN,2,F,D,4,0
23.5,.44626969,0,0,SEDAN,2,F,E,1,0
8.6999998,.43805611,0,0,HBACK,3,M,D,4,0
19.400002,.31211501,0,0,HBACK,1,M,B,2,0
27,.55852163,0,0,HBACK,1,M,C,1,0
19.9,.038329899,0,0,STNWG,2,F,A,3,0
36.5,.9609856,0,0,STNWG,3,M,A,3,0
31,.31759071,1,1,STNWG,2,M,A,4,11001
4.0999999,.66803563,0,0,STNWG,4,F,A,4,0
13.6,.25462011,0,0,HBACK,1,F,B,4,0
4.3000002,.43805611,0,0,HBACK,4,F,B,3,0
8,.065708399,0,0,TRUCK,4,M,C,2,0
11.900001,.56125939,0,0,HBACK,2,F,A,1,0
7.6999998,.1806982,0,0,SEDAN,4,F,A,3,0
20.299999,.25462011,0,0,HBACK,1,F,B,2,0
9.8000002,.56125939,0,0,SEDAN,3,M,B,3,0
3.7,.56125939,1,1,HBACK,4,F,B,2,6409
20.1,.56125939,0,0,HBACK,2,F,B,4,0
13.6,.25462011,0,0,HBACK,1,F,B,4,0
56.329998,.54757023,1,1,STNWG,1,M,C,3,3691
5.5,.43805611,0,0,SEDAN,4,F,B,3,0
15.700001,.24366871,0,0,HBACK,1,F,E,5,0
43.489998,.24366871,0,0,UTE,1,F,F,2,0
7.7999997,.78302532,0,0,SEDAN,4,F,D,4,0
40.599998,.24366871,0,0,TRUCK,1,M,A,4,0
9.1999998,.53114313,0,0,HBACK,3,F,C,2,0
18.799999,.56125939,0,0,SEDAN,3,F,A,3,0
5.4000001,.24366871,0,0,HBACK,4,F,C,2,0
9.3999996,.25462011,0,0,UTE,4,M,B,3,0
3.8,.9609856,0,0,HBACK,4,F,D,3,0
25.1,.164271,0,0,UTE,2,F,D,2,0
21.700001,.43805611,0,0,SEDAN,1,M,C,3,0
13.5,.27378511,0,0,HBACK,1,F,C,4,0
82.399994,.55852163,0,0,STNWG,1,M,C,3,0
11.3,.1067762,0,0,HBACK,2,F,F,2,0
4.0999999,.55852163,0,0,HBACK,4,F,B,3,0
25,.25462011,0,0,STNWG,2,M,A,3,0
16.6,.54757023,0,0,HBACK,2,M,D,3,0
9.1000004,.55030799,0,0,UTE,4,M,C,3,0
55.799999,.56125939,0,0,STNWG,1,M,A,4,0
10.2,.25462011,0,0,SEDAN,3,M,C,4,0
5.7999997,.55030799,0,0,SEDAN,4,M,C,2,0
17.299999,.41341549,0,0,SEDAN,3,F,B,3,0
32.299999,.99931562,0,0,TRUCK,3,F,E,4,0
9.7000008,.27378511,0,0,SEDAN,3,F,C,3,0
6.7000003,.56125939,0,0,SEDAN,4,F,A,2,0
23.099998,.43805611,1,1,SEDAN,1,M,C,1,9918
16.6,.56125939,0,0,HBACK,2,M,C,3,0
10.4,.068446301,0,0,SEDAN,4,F,A,1,0
16.200001,.55030799,0,0,SEDAN,3,M,F,2,0
9.8000002,.56125939,0,0,SEDAN,3,F,F,4,0
19.6,.56125939,0,0,SEDAN,1,F,B,3,0
28.099998,.55030799,0,0,SEDAN,1,F,C,2,0
31.199999,.2409309,0,0,SEDAN,1,M,C,4,0
